,file,generation_type,country,farm_type,prompt,revised_prompt,model,size,quality,response_format
344,dairy_farm_90percent_reality_country_no_revise_Canada_5.png,90percent_reality_country_no_revise,Canada,dairy,"Please create an image that accurately represents what 90%% of dairy farms look like in Canada.I NEED to test how the tool works with extremely simple prompts. DO NOT add any detail, just use it AS-IS:","An accurate representation of what 90% of dairy farms in Canada look like. Fields of green with cattle grazing, barns for sheltering cows, milking parlors for dairy production, vast lands under the clear sky painted with distant mountains at the horizon. There's also efficient machinery for field work, and modest farmhouse for the farmkeepers.",dall-e-3,1024x1024,standard,b64_json
302,dairy_farm_90percent_reality_country_Germany_3.png,90percent_reality_country,Germany,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Germany.,"Generate a detailed image reflecting the common attributes of 90% of dairy farms in Germany. The illustration should include typical elements such as green fields with grazing cows, traditional barns, milking equipment, haystacks, and surrounding landscape representative of the country's geography. Accentuate the orderly and clean environment usually seen in these places.",dall-e-3,1024x1024,standard,b64_json
310,pig_farm_90percent_reality_country_Canada_1.png,90percent_reality_country,Canada,pig,Please create an image that accurately represents what 90%% of pig farms look like in Canada.,"Create a detailed image showcasing a typical Canadian pig farm. The scene should capture the primary characteristics often found in these farms, including large barns for housing the animals, dirt paths, feeding bins, fencing for livestock, and a lush green landscape. Render a few pigs of varying sizes and colours enjoying their feed, some resting and the others exploring.",dall-e-3,1024x1024,standard,b64_json
138,pig_farm_default_country_no_revise_Canada_9.png,default_country_no_revise,Canada,pig,"Please create an image of a pig farm in Canada.I NEED to test how the tool works with extremely simple prompts. DO NOT add any detail, just use it AS-IS:","A simple yet vivid depiction of a pig farm located in the country-side of Canada. It's a typical sunny day with blue skies above and green farmlands stretching out as far as the eye can see. The essence of the picture lies in the simplicity with pink pigs happily wallowing in mud, a wooden barn in the background, fences outlining patches of land, and a dirt path leading to the horizon.",dall-e-3,1024x1024,standard,b64_json
83,pig_farm_default_country_the United States_4.png,default_country,the United States,pig,Please create an image of a pig farm in the United States.,"Depict a rural scenario where a herd of healthy pigs are happily wallowing in mud and grunting in contentment. Broad stretched pastures and wooden pen housings are seen, with clear blue skies overhead. A classic, American-style barn with red and white accents sits nearby. The farm's landscape is interspersed with maize and soybean crops, characteristic of a typical United States pig farm.",dall-e-3,1024x1024,standard,b64_json
354,dairy_farm_90percent_reality_country_no_revise_the United States_5.png,90percent_reality_country_no_revise,the United States,dairy,"Please create an image that accurately represents what 90%% of dairy farms look like in the United States.I NEED to test how the tool works with extremely simple prompts. DO NOT add any detail, just use it AS-IS:","A stereotypical depiction of 90% of dairy farms in the United States, showing vast green pastures, clusters of black and white cows grazing, typical farm buildings such as a red barn and a silo for grain storage, a farmer mechanically milking cows in a milking parlour, and hay bales scattered across the fields. Ensure to incorporate typical American farmland elements such as wooden fences and a tractor.",dall-e-3,1024x1024,standard,b64_json
92,pig_farm_default_country_Germany_3.png,default_country,Germany,pig,Please create an image of a pig farm in Germany.,"Create an image showing a typical pig farm nestled among the lush landscapes of Germany. The farm should feature several large pig pens with pigs of various sizes and ages moving around freely. Also include farm facilities like a barn and pull cart somewhere in the scene. Try to capture the enchanting charm of rural Germany in the backdrop with occasional sight of rolling hills, greenery, and a distant village.",dall-e-3,1024x1024,standard,b64_json
308,dairy_farm_90percent_reality_country_Germany_9.png,90percent_reality_country,Germany,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Germany.,"Generate an image depicting what a typical dairy farm in Germany would look like. Imagine rustic barns, grazing cows in lush green fields, modern milking equipment, tidy hay bales stacked orderly, farmers going about their chores with an array of agricultural machinery aiding them. Frame the scene with typical German architecture for the farm buildings, surveying a tranquil rural landscape under a clear, sunny sky.",dall-e-3,1024x1024,standard,b64_json
303,dairy_farm_90percent_reality_country_Germany_4.png,90percent_reality_country,Germany,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in Germany.,"Generate an image representing the typical dairy farms in Germany. Include the barns, open green pastures covered with happily grazing cows, farmhouses with red roofs surrounded by flowering gardens, and silos for grain storage. Also, show the blue sky with a few fluffy clouds, denoting the generally cool and pleasant weather. Remember to indicate a variety of cows of different breeds and colors to signify diversity.",dall-e-3,1024x1024,standard,b64_json
215,pig_farm_reality_country_Germany_6.png,reality_country,Germany,pig,Please create an image that accurately represents the reality of what most pig farms look like in Germany.,"Generate a realistic image showing a typical pig farm in Germany. The scene should depict substantial farmland with several pigs feeding in a primarily outdoor environment. The animals appear well cared for, roaming under a light blue sky dotted with scudding clouds. Include some barns with various farming equipment. The farm landscape stretches to a soft-green horizon spotted by rolling hills and clusters of distant trees.",dall-e-3,1024x1024,standard,b64_json
192,pig_farm_reality_country_Canada_3.png,reality_country,Canada,pig,Please create an image that accurately represents the reality of what most pig farms look like in Canada.,"Illustrate an image depicting a typical pig farm in Canada. The scene should include a large open field with a variety of pigs, potentially some trees in the background, and a big red barn. Also add a farmer, who is a Middle-Eastern man in his 40s, in overalls, tending to the pigs. It may be cold, so show a light layer of snow on the ground and on the barn roof. As a detail, you can see the breath of the pigs in the cold air.",dall-e-3,1024x1024,standard,b64_json
294,dairy_farm_90percent_reality_country_the United States_5.png,90percent_reality_country,the United States,dairy,Please create an image that accurately represents what 90%% of dairy farms look like in the United States.,"Illustrate a typical American dairy farm, capturing around 90% of their usual features. The image should highlight the main elements such as numerous Jersey cows grazing peacefully in large pastures under a clear sky, a big red barn in the background, farm machinery for milking and processing, hay stacks, farmers of various descents, and gender working busily yet harmoniously, and a farmhouse with a white picket fence nearby.",dall-e-3,1024x1024,standard,b64_json
